20	26
-4	-2
10	36
-16	4
-2	-8
-4	-46
4	-24
16	-40
18	-50
44	-8
36	-2
8	4
36	24
-40	-4
0	48
-30	26
-20	6
-12	8
-14	-28
-10	6
-40	-24
-42	-18
-26	-8
-30	-18
2	-58
-4	-64
32	-18
38	-4
24	-10
30	36
6	60
16	36
-10	32
-68	-56
4	34
-22	10
-66	-48
-48	-32
-8	18
-60	-74
16	8
14	6
12	10
32	-6
-40	-52
32	-32
38	-60
58	-48
34	-18
36	28
80	58
62	62
20	60
16	70
-2	64
-52	34
-66	22
-102	-2
-66	14
-88	-32
-32	-40
-8	-16
-4	-50
38	-50
6	-38
6	-28
20	-16
-10	2
-26	-18
16	-10
30	-32
18	-52
20	-36
58	2
46	20
6	52
-24	46
-48	12
-42	14
-38	-12
0	-38
12	-54
32	-18
40	18
34	54
4	86
-36	54
-42	36
-86	34
-28	-16
-14	-4
-18	-24
22	6
0	-4
20	-18
-40	-34
4	-6
-48	-34
36	-44
-48	-80
0	-46
-14	-42
34	4
28	-16
-22	-72
42	-38
20	-22
16	-8
46	16
26	70
38	36
8	26
-8	14
-2	14
4	-4
18	2
10	-22
-36	-4
20	54
-24	14
-58	10
-50	32
-60	-48
-28	-34
-18	-44
14	-32
-6	-48
16	-26
10	-12
10	18
10	38
4	20
-6	2
-32	-14
0	32
14	26
18	10
28	18
20	8
4	8
-18	-10
16	14
-20	-24
-50	-42
-16	-24
16	-34
-12	-22
0	-4
-22	-10
42	22
0	12
16	52
-26	10
-26	8
-8	-4
12	0
44	14
22	36
32	68
0	22
24	10
-32	0
18	8
6	16
8	4
-40	-8
-10	32
-50	-34
8	-88
-20	4
12	-72
6	-42
20	-56
38	26
10	-2
30	12
26	-14
16	40
-16	28
16	0
16	16
0	8
0	-10
-18	-18
0	14
28	26
30	38
40	40
36	56
24	46
-24	0
-60	14
-32	16
-36	2
-68	-16
-38	-32
24	-34
-50	-32
-34	-18
-22	-40
4	-62
12	-42
-10	-44
10	-46
30	-40
60	-16
26	22
-12	42
-6	4
-22	-16
4	-6
-22	-42
18	-16
24	-52
62	18
44	70
22	88
-6	36
-52	24
-26	32
-58	10
-18	0
-48	-10
-4	-10
-14	-10
-36	-14
-28	-24
10	-2
-6	-26
50	10
12	-34
12	0
-28	6
2	54
-82	-16
-34	-2
2	-20
-14	-48
-12	-10
22	-16
-2	-2
16	10
18	-28
-22	-40
38	-14
10	-12
-20	0
6	0
-2	18
-30	-4
0	-14
-38	-40
4	-60
54	-48
48	-56
58	-18
58	42
50	44
58	82
-32	12
-38	-16
-22	24
-2	-14
-12	-12
18	20
-8	0
-32	24
-46	0
-54	-18
-16	-26
