25	-3
21	18
7	19
-6	11
-7	12
3	7
-1	4
7	13
6	18
-3	11
-10	4
-6	-10
0	0
12	2
8	14
-10	11
-14	-7
-4	-16
3	-2
-6	-2
-10	-6
-2	-8
8	-2
5	18
-37	3
-20	12
-21	-6
9	-15
22	-23
24	-12
56	39
-13	12
-17	-13
7	-31
26	-17
12	32
-17	16
-53	-32
-19	-65
48	-21
27	32
-12	29
-41	-19
13	16
33	20
16	54
-27	23
-27	-6
2	-21
22	16
24	16
8	17
0	-2
0	-8
-35	-43
11	-15
23	8
1	25
-30	19
-43	-12
-13	-42
47	-12
1	-9
-5	35
-44	11
-38	-30
-1	-46
52	-9
17	14
-6	15
-19	-1
-4	-5
-4	-14
-4	-11
7	1
6	9
-1	11
-22	8
-3	8
7	4
16	1
-1	-5
8	29
8	25
-14	-4
10	-20
23	-6
19	28
-16	16
-21	-8
1	-20
22	9
-13	9
-30	21
-32	-15
8	-25
38	8
17	40
-20	35
-36	-3
-3	-39
33	-25
31	12
5	15
-20	0
-3	-42
32	-21
12	-1
-36	-17
-28	-25
-10	-41
15	-42
32	-5
-18	-4
-18	14
-21	0
-21	-25
15	-4
13	11
-2	33
-33	14
-28	-17
36	-16
34	-8
24	34
-14	40
-48	-2
-23	-14
7	-13
17	18
-7	27
-31	2
-9	-25
29	-25
35	11
14	27
-20	3
0	-52
49	-47
70	9
29	60
-31	53
-48	-21
1	-57
56	-8
36	41
-45	48
-67	-16
-25	-72
41	-54
57	19
5	55
-57	21
-42	-38
6	-53
16	-31
21	22
-8	26
-16	18
-25	9
-29	-7
-19	-31
33	-34
39	6
14	53
-24	48
-44	-10
3	-34
42	3
14	55
-40	37
-31	-22
33	-48
77	11
64	90
-19	58
-22	4
14	-21
3	-30
4	16
-21	-3
-15	-28
21	-49
56	6
14	31
-38	5
-37	-11
-13	-35
10	-42
34	24
-27	0
-20	17
-29	-17
16	-27
50	8
27	58
-41	58
-69	-14
-16	-73
61	-44
65	31
23	88
-37	30
-25	-25
12	-21
22	15
-13	30
-34	7
-32	-25
-10	-35
-1	-26
-2	-24
9	-31
38	-20
19	-2
14	6
3	-1
0	0
11	-25
24	-12
18	4
10	20
-5	21
-13	4
5	-5
17	16
9	43
-39	44
-56	8
-37	-40
9	-20
28	3
11	37
-20	24
-24	-2
-32	-23
3	6
-12	18
-20	-5
3	-20
27	-18
33	-3
30	11
18	0
29	10
2	-1
13	45
-23	17
-43	0
-3	-42
16	-39
32	3
0	26
-37	11
-29	-27
3	-35
16	-14
32	19
6	40
-17	13
-12	-4
-6	-28
7	-14
11	-6
3	-3
3	-11
22	-16
35	3
17	23
0	6
-17	-5
-5	-17
23	6
7	2
-3	3
0	-4
6	3
-6	13
-57	-14
-17	-32
12	-31
36	-2
