20	46
2	4
-4	18
6	6
-10	48
-28	-24
4	8
2	34
-14	24
-56	30
-42	20
-22	10
-32	2
-16	44
-36	4
-52	18
-54	-18
-48	-8
-50	-44
-22	-38
-14	-78
56	-82
48	-56
58	-64
24	-30
66	-10
64	-16
54	-14
22	56
28	30
-12	-14
8	18
-6	16
16	-10
50	-14
68	12
6	6
26	52
-32	40
-24	50
-32	48
-68	-24
-56	-38
-12	-20
-12	-18
-52	-74
10	-50
24	-18
22	-16
-16	-42
10	12
0	-4
-18	12
-14	4
-26	-42
0	10
-20	-16
0	12
0	-8
-16	-14
-18	-2
-10	-38
-4	-54
6	-22
26	-30
40	-18
30	4
42	16
46	60
54	88
-2	68
-4	78
-82	20
-80	18
-28	38
-98	-28
-52	-14
-76	-58
-40	-44
14	-56
-4	-76
36	-68
36	-62
70	-52
98	-8
24	12
16	70
14	70
-26	38
-28	38
-16	10
-46	14
-44	-26
2	-28
-22	-14
12	26
14	-20
-4	-20
2	-8
-10	18
10	-42
10	-10
-26	-44
26	40
-22	16
6	20
-16	24
6	20
-36	36
-26	-20
18	28
-2	-12
50	2
12	-4
-48	-4
10	16
-32	-22
-32	-10
-24	-24
2	-18
-6	-18
22	-16
14	-16
44	-14
30	-8
8	28
8	26
8	18
16	22
-10	28
-38	8
-32	-2
-12	6
-14	-38
32	-6
22	4
8	24
-8	12
-12	8
-12	6
8	-10
-4	-14
12	-22
26	-24
24	16
16	20
0	40
-2	-2
-2	0
-10	-6
8	24
-14	14
-32	22
-30	-6
-22	6
-20	-18
-32	-22
16	-14
8	-16
14	-22
10	0
-20	36
-22	40
-42	-18
-64	-22
-38	-16
6	-52
-28	-92
54	-54
40	-26
76	4
56	12
18	20
-16	-6
50	6
12	18
12	-14
26	-6
16	54
32	78
8	54
-2	36
-32	-24
-54	-4
-16	-22
6	18
24	-24
-18	-74
2	-10
22	20
28	8
10	6
-4	-34
2	26
-8	-2
-18	4
-26	4
-78	-28
4	-6
4	-4
6	-54
30	-18
16	22
10	6
10	46
-8	26
-66	-16
-8	-16
-26	-16
-26	-40
-16	-12
10	-16
22	-4
14	-14
-26	16
-2	26
-2	18
-32	-14
2	4
4	0
10	-10
14	-4
14	-12
-18	0
-18	0
-22	-16
2	-8
40	-16
8	-28
10	6
26	30
38	26
4	30
48	36
8	32
-2	50
-20	54
-68	20
-106	2
-126	-62
-54	-112
-46	-120
20	-120
92	-50
80	-72
62	-86
76	-12
68	14
40	28
46	42
2	82
-2	62
-30	52
-36	30
-8	42
-38	-24
-24	-32
6	6
2	2
6	50
-2	12
-12	-24
-4	-34
12	2
20	-22
12	-62
-40	-4
42	16
4	0
10	-20
0	-4
-8	-44
14	-2
-14	-50
-22	4
-28	-26
-12	8
6	-2
-4	30
-14	-12
38	-20
26	-40
48	8
24	26
12	34
4	66
8	22
-4	56
-42	30
-26	-10
-8	20
-62	-34
-38	-14
-16	-30
-24	-48
0	-28
40	-16
2	-46
26	6
4	-30
-34	-4
0	16
-10	-14
-10	-18
0	-28
-12	-68
16	-22
12	-12
6	-6
2	-2
12	40
-2	64
-2	62
-22	-10
-26	0
-40	-22
-42	-18
6	-8
10	-16
-10	-34
12	-8
-24	-52
2	-28
-2	-22
30	-10
-16	2
12	-14
8	-12
44	44
74	48
-6	68
-38	20
-48	34
-66	4
-40	-42
-34	-36
20	-52
6	-14
-4	2
-24	-10
-4	2
-26	-20
8	8
14	-2
-12	-12
-28	8
-70	-28
-16	0
16	-42
40	-40
36	-10
64	28
16	46
6	54
-10	22
-36	-16
22	54
8	6
20	6
-38	26
-30	8
-58	-20
-52	-20
-34	-36
0	-4
14	-96
32	-30
10	18
-6	4
8	26
50	32
-2	42
6	-6
2	-16
-10	-16
-38	8
-50	16
-12	-20
-14	26
-22	12
-62	-2
-36	-8
-28	-14
-20	-12
-18	-30
0	-86
6	-50
34	-78
14	-32
74	0
16	34
10	56
4	80
-10	62
-40	60
-80	-2
-50	-10
-2	-2
26	-14
36	-22
16	24
0	18
6	10
20	18
-8	12
16	20
22	30
-4	34
-64	-22
0	2
4	-10
30	2
52	32
48	54
32	74
-2	46
-38	-8
-34	4
-18	-22
14	-40
16	-26
-32	-90
46	-12
66	-36
82	14
48	6
40	24
36	48
44	20
22	16
28	8
40	14
-14	48
-60	22
-110	-36
-66	-32
-34	-44
10	-60
46	-42
32	-22
28	60
-18	68
-74	2
-82	-8
-72	-50
-8	-56
48	-60
50	-70
