10	19
-22	4
-15	-16
4	-32
24	11
-4	30
-21	47
-34	55
-26	9
-16	-6
29	16
56	40
2	70
-53	39
-44	16
6	10
3	30
24	62
-8	61
-18	41
-12	29
-21	12
32	-10
28	22
10	31
-22	21
-8	-5
-8	-30
31	-21
58	-1
11	21
18	12
17	-13
-15	-37
-8	-25
3	-35
47	-11
-1	45
-23	13
-8	-13
7	-31
-57	-32
-37	-26
-62	-64
-24	-17
20	6
-18	29
-12	38
-12	-9
-23	-17
-20	-9
-18	17
-33	-2
10	-2
54	2
30	39
19	38
-35	10
47	-5
-20	-10
47	84
24	64
-14	80
-32	82
-12	68
-40	89
-48	51
-7	35
1	93
5	78
-39	82
-46	60
-33	56
-31	56
9	28
18	33
26	26
27	44
28	55
23	48
34	10
36	-22
55	-19
53	-22
59	-17
54	-25
19	-42
85	-19
90	-64
70	-54
85	-78
108	-37
100	-21
111	-64
105	-28
117	-28
96	-61
125	-49
69	-60
83	-26
15	-25
21	-29
17	-75
83	-87
44	-43
-31	-59
1	-77
30	-68
42	-17
21	-28
-3	-71
72	-60
52	-16
42	1
7	0
10	14
14	-25
23	-26
12	-23
5	-13
-14	-12
-7	9
-19	-26
-33	-30
-41	-57
-3	-61
15	9
-25	11
-28	-10
-53	-9
-61	-22
-63	-61
-34	-67
-4	-10
-46	-1
-55	-34
-21	-62
2	-15
-32	22
-61	-14
-11	-31
7	12
-16	32
-26	40
-64	-41
-60	-58
10	-78
-3	-9
-1	-35
-10	-37
10	-45
1	-35
-9	-58
-15	-79
39	-51
56	-44
28	-24
-5	-44
11	-43
18	-59
27	-32
-8	-44
-3	-82
-19	-90
-22	-40
3	-35
-21	-32
-49	-20
-48	-79
5	-57
25	-30
-24	35
-112	-47
-33	-64
2	-30
-20	-44
-51	-49
-33	-24
-72	-55
-72	-38
-46	-36
-8	11
-19	22
-40	-1
-4	35
-18	80
-80	63
-50	39
-18	27
-31	44
-34	57
-30	27
23	7
-19	32
6	5
-28	-2
-25	18
-32	-5
5	-42
25	-39
55	-7
-41	-31
34	-97
84	-59
22	-22
54	-71
33	-33
-13	-25
-32	-62
11	-89
12	-42
-23	-54
36	-67
10	-30
-60	-31
-45	-54
-23	-34
-45	-51
-24	-86
11	-33
-23	32
-33	51
-37	9
-75	12
-64	0
-40	11
-36	36
-56	34
-87	47
-68	31
-28	40
-69	42
-70	37
-49	15
-23	42
-48	70
-62	59
-10	50
2	71
17	46
-27	71
-33	97
-43	107
-64	44
-20	63
2	109
-45	71
-50	59
-25	68
-32	98
-46	114
-30	98
-57	89
-56	83
-7	86
-48	118
-39	99
-82	37
-45	114
-35	139
-60	79
-28	86
-25	130
-3	132
-57	107
-35	75
12	90
4	113
-91	63
-23	67
-12	69
10	103
-4	77
3	107
-11	103
-16	75
14	94
21	81
-14	84
22	65
44	67
39	62
23	43
69	41
52	18
75	21
114	30
73	76
59	87
63	48
88	90
68	65
116	55
102	79
93	61
81	28
115	27
97	32
117	13
147	33
135	22
142	35
138	79
73	40
157	34
91	88
57	55
52	34
86	48
101	57
52	68
20	50
44	22
54	12
73	40
71	47
74	-1
76	18
89	28
107	-24
117	6
85	5
66	-9
71	-43
109	-68
97	-19
62	-62
88	-41
90	-46
119	-117
106	-73
68	-100
108	-162
145	-91
88	-76
135	-144
189	-92
69	-59
82	-117
143	-130
151	-99
122	-69
